time,lighting2
2011-04-20 20:33:51,64.0
2011-04-20 20:33:55,64.0
2011-04-20 20:33:58,64.0
2011-04-20 20:34:02,64.0
2011-04-20 20:34:05,64.0
2011-04-20 20:34:09,64.0
2011-04-20 20:34:12,64.0
2011-04-20 20:34:21,64.0
2011-04-20 20:34:24,64.0
2011-04-20 20:34:27,64.0
2011-04-20 20:34:31,64.0
2011-04-20 20:34:34,64.0
2011-04-20 20:34:38,64.0
2011-04-20 20:34:41,64.0
2011-04-20 20:34:45,64.0
2011-04-20 20:34:48,64.0
2011-04-20 20:34:52,64.0
2011-04-20 20:34:55,64.0
2011-04-20 20:34:58,78.0
2011-04-20 20:35:02,73.0
2011-04-20 20:35:05,73.0
2011-04-20 20:35:09,73.0
2011-04-20 20:35:12,73.0
2011-04-20 20:35:21,74.0
2011-04-20 20:35:24,74.0
2011-04-20 20:35:28,74.0
2011-04-20 20:35:31,74.0
2011-04-20 20:35:35,74.0
2011-04-20 20:35:38,74.0
2011-04-20 20:35:42,74.0
2011-04-20 20:35:45,74.0
2011-04-20 20:35:49,74.0
2011-04-20 20:35:52,74.0
2011-04-20 20:35:55,74.0
2011-04-20 20:35:59,74.0
2011-04-20 20:36:02,74.0
2011-04-20 20:36:06,74.0
2011-04-20 20:36:09,74.0
2011-04-20 20:36:13,74.0
2011-04-20 20:36:22,74.0
2011-04-20 20:36:25,74.0
2011-04-20 20:36:28,74.0
2011-04-20 20:36:32,74.0
2011-04-20 20:36:35,74.0
2011-04-20 20:36:39,74.0
2011-04-20 20:36:42,73.0
2011-04-20 20:36:46,74.0
2011-04-20 20:36:49,74.0
2011-04-20 20:36:53,74.0
2011-04-20 20:36:56,74.0
2011-04-20 20:37:00,74.0
2011-04-20 20:37:03,74.0
2011-04-20 20:37:07,74.0
2011-04-20 20:37:10,74.0
2011-04-20 20:37:19,74.0
2011-04-20 20:37:22,74.0
2011-04-20 20:37:26,74.0
2011-04-20 20:37:29,74.0
2011-04-20 20:37:33,74.0
2011-04-20 20:37:36,74.0
2011-04-20 20:37:39,74.0
2011-04-20 20:37:43,74.0
2011-04-20 20:37:46,74.0
2011-04-20 20:37:50,74.0
2011-04-20 20:37:53,74.0
2011-04-20 20:37:56,74.0
2011-04-20 20:38:00,74.0
2011-04-20 20:38:03,74.0
2011-04-20 20:38:07,74.0
2011-04-20 20:38:10,74.0
2011-04-20 20:38:19,74.0
2011-04-20 20:38:22,74.0
2011-04-20 20:38:26,74.0
2011-04-20 20:38:29,74.0
2011-04-20 20:38:33,73.0
2011-04-20 20:38:36,73.0
2011-04-20 20:38:40,74.0
2011-04-20 20:38:43,74.0
2011-04-20 20:38:47,74.0
2011-04-20 20:38:50,74.0
2011-04-20 20:38:54,74.0
2011-04-20 20:38:57,73.0
2011-04-20 20:39:00,74.0
2011-04-20 20:39:04,73.0
2011-04-20 20:39:07,73.0
2011-04-20 20:39:11,74.0
2011-04-20 20:39:20,73.0
2011-04-20 20:39:23,73.0
2011-04-20 20:39:26,73.0
2011-04-20 20:39:30,73.0
2011-04-20 20:39:33,73.0
2011-04-20 20:39:37,73.0
2011-04-20 20:39:40,73.0
2011-04-20 20:39:44,73.0
2011-04-20 20:39:47,73.0
