time,lighting3
2011-04-20 18:20:34,44.0
2011-04-20 18:20:37,44.0
2011-04-20 18:20:41,44.0
2011-04-20 18:20:45,44.0
2011-04-20 18:20:49,44.0
2011-04-20 18:20:52,44.0
2011-04-20 18:20:56,44.0
2011-04-20 18:21:00,44.0
2011-04-20 18:21:03,44.0
2011-04-20 18:21:07,44.0
2011-04-20 18:21:11,44.0
2011-04-20 18:21:20,44.0
2011-04-20 18:21:24,43.0
2011-04-20 18:21:27,44.0
2011-04-20 18:21:31,43.0
2011-04-20 18:21:35,44.0
2011-04-20 18:21:38,43.0
2011-04-20 18:21:42,43.0
2011-04-20 18:21:46,44.0
2011-04-20 18:21:50,43.0
2011-04-20 18:21:53,43.0
2011-04-20 18:21:57,43.0
2011-04-20 18:22:01,43.0
2011-04-20 18:22:05,43.0
2011-04-20 18:22:08,43.0
2011-04-20 18:22:12,43.0
2011-04-20 18:22:21,43.0
2011-04-20 18:22:24,43.0
2011-04-20 18:22:28,43.0
2011-04-20 18:22:31,43.0
2011-04-20 18:22:35,43.0
2011-04-20 18:22:39,43.0
2011-04-20 18:22:43,43.0
2011-04-20 18:22:46,43.0
2011-04-20 18:22:50,43.0
2011-04-20 18:22:53,43.0
2011-04-20 18:22:57,43.0
2011-04-20 18:23:00,44.0
2011-04-20 18:23:04,43.0
2011-04-20 18:23:08,44.0
2011-04-20 18:23:11,43.0
2011-04-20 18:23:20,44.0
2011-04-20 18:23:23,44.0
2011-04-20 18:23:27,44.0
2011-04-20 18:23:30,44.0
2011-04-20 18:23:34,44.0
2011-04-20 18:23:37,44.0
2011-04-20 18:23:41,44.0
2011-04-20 18:23:44,44.0
2011-04-20 18:23:48,44.0
2011-04-20 18:23:51,44.0
2011-04-20 18:23:55,44.0
2011-04-20 18:23:58,44.0
2011-04-20 18:24:02,44.0
2011-04-20 18:24:05,44.0
2011-04-20 18:24:09,44.0
2011-04-20 18:24:12,44.0
2011-04-20 18:24:21,44.0
2011-04-20 18:24:24,44.0
2011-04-20 18:24:28,44.0
2011-04-20 18:24:31,44.0
2011-04-20 18:24:35,44.0
2011-04-20 18:24:38,44.0
2011-04-20 18:24:41,45.0
2011-04-20 18:24:45,45.0
2011-04-20 18:24:48,45.0
2011-04-20 18:24:52,45.0
2011-04-20 18:24:56,44.0
2011-04-20 18:24:59,44.0
2011-04-20 18:25:02,45.0
2011-04-20 18:25:06,44.0
2011-04-20 18:25:09,44.0
2011-04-20 18:25:13,45.0
2011-04-20 18:25:22,45.0
2011-04-20 18:25:25,45.0
2011-04-20 18:25:28,45.0
2011-04-20 18:25:32,45.0
2011-04-20 18:25:35,45.0
2011-04-20 18:25:39,45.0
2011-04-20 18:25:42,45.0
2011-04-20 18:25:46,45.0
2011-04-20 18:25:49,45.0
2011-04-20 18:25:53,45.0
2011-04-20 18:25:56,45.0
2011-04-20 18:25:59,45.0
2011-04-20 18:26:03,45.0
2011-04-20 18:26:06,45.0
2011-04-20 18:26:10,45.0
2011-04-20 18:26:19,45.0
2011-04-20 18:26:22,45.0
2011-04-20 18:26:26,45.0
2011-04-20 18:26:29,45.0
2011-04-20 18:26:32,45.0
2011-04-20 18:26:36,45.0
2011-04-20 18:26:39,46.0
2011-04-20 18:26:43,45.0
2011-04-20 18:26:46,46.0
2011-04-20 18:26:50,45.0
2011-04-20 18:26:53,45.0
2011-04-20 18:26:57,46.0
2011-04-20 18:27:00,46.0
2011-04-20 18:27:03,46.0
2011-04-20 18:27:07,46.0
2011-04-20 18:27:10,46.0
2011-04-20 18:27:19,46.0
2011-04-20 18:27:23,46.0
2011-04-20 18:27:26,46.0
2011-04-20 18:27:30,46.0
2011-04-20 18:27:33,46.0
2011-04-20 18:27:37,47.0
2011-04-20 18:27:40,46.0
2011-04-20 18:27:44,46.0
2011-04-20 18:27:47,46.0
2011-04-20 18:27:51,46.0
2011-04-20 18:27:54,46.0
2011-04-20 18:27:58,46.0
2011-04-20 18:28:01,46.0
2011-04-20 18:28:05,46.0
2011-04-20 18:28:08,46.0
2011-04-20 18:28:12,46.0
2011-04-20 18:28:20,46.0
2011-04-20 18:28:24,46.0
2011-04-20 18:28:27,46.0
2011-04-20 18:28:31,46.0
2011-04-20 18:28:34,46.0
2011-04-20 18:28:38,46.0
2011-04-20 18:28:41,46.0
2011-04-20 18:28:44,46.0
2011-04-20 18:28:48,46.0
2011-04-20 18:28:51,46.0
2011-04-20 18:28:55,46.0
2011-04-20 18:28:58,46.0
2011-04-20 18:29:02,46.0
2011-04-20 18:29:05,47.0
2011-04-20 18:29:09,47.0
2011-04-20 18:29:12,47.0
2011-04-20 18:29:21,46.0
2011-04-20 18:29:25,47.0
2011-04-20 18:29:28,47.0
2011-04-20 18:29:31,47.0
2011-04-20 18:29:35,47.0
2011-04-20 18:29:38,47.0
2011-04-20 18:29:42,47.0
2011-04-20 18:29:45,47.0
2011-04-20 18:29:49,47.0
2011-04-20 18:29:52,47.0
2011-04-20 18:29:56,47.0
2011-04-20 18:29:59,47.0
2011-04-20 18:30:02,47.0
2011-04-20 18:30:06,47.0
2011-04-20 18:30:09,47.0
2011-04-20 18:30:19,47.0
2011-04-20 18:30:23,47.0
2011-04-20 18:30:26,47.0
2011-04-20 18:30:29,47.0
2011-04-20 18:30:33,47.0
2011-04-20 18:30:36,47.0
2011-04-20 18:30:40,47.0
2011-04-20 18:30:43,47.0
2011-04-20 18:30:47,47.0
2011-04-20 18:30:50,47.0
2011-04-20 18:30:53,47.0
2011-04-20 18:30:57,47.0
2011-04-20 18:31:00,47.0
2011-04-20 18:31:04,47.0
2011-04-20 18:31:07,47.0
2011-04-20 18:31:11,47.0
2011-04-20 18:31:20,47.0
2011-04-20 18:31:23,47.0
2011-04-20 18:31:27,47.0
2011-04-20 18:31:30,47.0
2011-04-20 18:31:34,47.0
2011-04-20 18:31:37,47.0
2011-04-20 18:31:40,47.0
2011-04-20 18:31:44,47.0
2011-04-20 18:31:47,47.0
2011-04-20 18:31:51,47.0
2011-04-20 18:31:54,47.0
2011-04-20 18:31:58,47.0
2011-04-20 18:32:01,47.0
2011-04-20 18:32:05,47.0
2011-04-20 18:32:08,47.0
2011-04-20 18:32:11,47.0
2011-04-20 18:32:20,47.0
2011-04-20 18:32:24,47.0
2011-04-20 18:32:27,47.0
2011-04-20 18:32:31,47.0
2011-04-20 18:32:34,47.0
2011-04-20 18:32:37,47.0
2011-04-20 18:32:41,47.0
2011-04-20 18:32:44,47.0
2011-04-20 18:32:48,47.0
2011-04-20 18:32:51,47.0
2011-04-20 18:32:55,47.0
2011-04-20 18:32:58,47.0
2011-04-20 18:33:02,47.0
2011-04-20 18:33:05,47.0
2011-04-20 18:33:08,47.0
2011-04-20 18:33:12,47.0
2011-04-20 18:33:20,47.0
2011-04-20 18:33:24,47.0
2011-04-20 18:33:27,47.0
2011-04-20 18:33:31,47.0
2011-04-20 18:33:34,47.0
2011-04-20 18:33:38,47.0
2011-04-20 18:33:41,46.0
2011-04-20 18:33:45,46.0
2011-04-20 18:33:48,46.0
2011-04-20 18:33:52,46.0
2011-04-20 18:33:56,46.0
2011-04-20 18:34:00,46.0
2011-04-20 18:34:03,46.0
2011-04-20 18:34:07,46.0
2011-04-20 18:34:11,46.0
2011-04-20 18:34:20,46.0
2011-04-20 18:34:23,46.0
2011-04-20 18:34:27,46.0
2011-04-20 18:34:30,46.0
2011-04-20 18:34:34,46.0
2011-04-20 18:34:38,46.0
2011-04-20 18:34:42,47.0
2011-04-20 18:34:45,47.0
2011-04-20 18:34:49,47.0
2011-04-20 18:34:53,47.0
2011-04-20 18:34:56,47.0
2011-04-20 18:35:00,47.0
2011-04-20 18:35:04,47.0
2011-04-20 18:35:07,47.0
2011-04-20 18:35:10,47.0
2011-04-20 18:35:19,47.0
2011-04-20 18:35:23,47.0
2011-04-20 18:35:26,47.0
2011-04-20 18:35:30,47.0
2011-04-20 18:35:33,47.0
2011-04-20 18:35:37,46.0
2011-04-20 18:35:40,47.0
2011-04-20 18:35:43,47.0
2011-04-20 18:35:47,47.0
2011-04-20 18:35:50,47.0
2011-04-20 18:35:54,47.0
2011-04-20 18:35:57,47.0
2011-04-20 18:36:01,47.0
2011-04-20 18:36:04,47.0
2011-04-20 18:36:08,47.0
2011-04-20 18:36:11,47.0
2011-04-20 18:36:20,47.0
2011-04-20 18:36:23,47.0
2011-04-20 18:36:27,47.0
2011-04-20 18:36:30,47.0
2011-04-20 18:36:34,46.0
2011-04-20 18:36:37,47.0
2011-04-20 18:36:40,47.0
2011-04-20 18:36:44,47.0
2011-04-20 18:36:47,47.0
2011-04-20 18:36:51,47.0
2011-04-20 18:36:54,47.0
2011-04-20 18:36:58,47.0
2011-04-20 18:37:01,47.0
2011-04-20 18:37:05,47.0
2011-04-20 18:37:08,47.0
2011-04-20 18:37:12,47.0
2011-04-20 18:37:20,46.0
2011-04-20 18:37:24,47.0
2011-04-20 18:37:27,47.0
2011-04-20 18:37:31,47.0
2011-04-20 18:37:34,47.0
2011-04-20 18:37:38,47.0
2011-04-20 18:37:41,47.0
2011-04-20 18:37:45,47.0
2011-04-20 18:37:48,47.0
2011-04-20 18:37:52,47.0
2011-04-20 18:37:55,47.0
2011-04-20 18:37:58,47.0
2011-04-20 18:38:02,47.0
2011-04-20 18:38:05,47.0
2011-04-20 18:38:09,47.0
2011-04-20 18:38:12,47.0
2011-04-20 18:38:21,46.0
2011-04-20 18:38:24,47.0
2011-04-20 18:38:28,47.0
2011-04-20 18:38:31,46.0
2011-04-20 18:38:35,47.0
2011-04-20 18:38:38,47.0
2011-04-20 18:38:42,46.0
2011-04-20 18:38:45,46.0
2011-04-20 18:38:49,47.0
2011-04-20 18:38:52,46.0
2011-04-20 18:38:55,47.0
2011-04-20 18:38:59,46.0
2011-04-20 18:39:02,46.0
2011-04-20 18:39:06,46.0
2011-04-20 18:39:09,46.0
2011-04-20 18:39:13,46.0
2011-04-20 18:39:21,47.0
2011-04-20 18:39:25,46.0
2011-04-20 18:39:28,46.0
2011-04-20 18:39:32,46.0
2011-04-20 18:39:35,46.0
2011-04-20 18:39:39,46.0
2011-04-20 18:39:42,46.0
2011-04-20 18:39:46,46.0
2011-04-20 18:39:49,47.0
2011-04-20 18:39:53,46.0
2011-04-20 18:39:56,46.0
2011-04-20 18:39:59,46.0
2011-04-20 18:40:03,46.0
2011-04-20 18:40:06,46.0
2011-04-20 18:40:10,46.0
2011-04-20 18:40:18,46.0
2011-04-20 18:40:22,46.0
2011-04-20 18:40:25,46.0
2011-04-20 18:40:29,46.0
2011-04-20 18:40:32,46.0
2011-04-20 18:40:36,46.0
2011-04-20 18:40:39,46.0
2011-04-20 18:40:43,46.0
2011-04-20 18:40:46,46.0
2011-04-20 18:40:50,46.0
2011-04-20 18:40:53,46.0
2011-04-20 18:40:57,46.0
2011-04-20 18:41:00,46.0
2011-04-20 18:41:03,46.0
2011-04-20 18:41:07,46.0
2011-04-20 18:41:10,46.0
2011-04-20 18:41:19,46.0
2011-04-20 18:41:23,46.0
2011-04-20 18:41:26,46.0
2011-04-20 18:41:30,46.0
2011-04-20 18:41:33,46.0
2011-04-20 18:41:37,46.0
2011-04-20 18:41:40,46.0
2011-04-20 18:41:44,46.0
2011-04-20 18:41:47,46.0
2011-04-20 18:41:51,46.0
2011-04-20 18:41:54,46.0
2011-04-20 18:41:57,46.0
2011-04-20 18:42:01,46.0
2011-04-20 18:42:04,46.0
2011-04-20 18:42:08,46.0
2011-04-20 18:42:11,46.0
2011-04-20 18:42:20,46.0
2011-04-20 18:42:24,46.0
2011-04-20 18:42:27,46.0
2011-04-20 18:42:31,46.0
2011-04-20 18:42:34,46.0
2011-04-20 18:42:37,46.0
2011-04-20 18:42:41,46.0
2011-04-20 18:42:44,46.0
2011-04-20 18:42:48,46.0
2011-04-20 18:42:51,46.0
2011-04-20 18:42:55,46.0
2011-04-20 18:42:58,46.0
2011-04-20 18:43:02,46.0
2011-04-20 18:43:05,46.0
2011-04-20 18:43:09,46.0
2011-04-20 18:43:12,46.0
2011-04-20 18:43:21,46.0
2011-04-20 18:43:24,46.0
2011-04-20 18:43:28,46.0
2011-04-20 18:43:31,46.0
2011-04-20 18:43:35,46.0
2011-04-20 18:43:38,46.0
2011-04-20 18:43:42,46.0
2011-04-20 18:43:45,46.0
2011-04-20 18:43:48,46.0
2011-04-20 18:43:52,46.0
2011-04-20 18:43:55,46.0
2011-04-20 18:43:59,46.0
2011-04-20 18:44:02,46.0
2011-04-20 18:44:06,46.0
2011-04-20 18:44:09,46.0
2011-04-20 18:44:12,46.0
2011-04-20 18:44:21,46.0
2011-04-20 18:44:25,46.0
2011-04-20 18:44:28,46.0
2011-04-20 18:44:31,46.0
2011-04-20 18:44:35,46.0
2011-04-20 18:44:38,46.0
2011-04-20 18:44:42,46.0
2011-04-20 18:44:45,46.0
2011-04-20 18:44:49,46.0
2011-04-20 18:44:52,46.0
2011-04-20 18:44:56,46.0
2011-04-20 18:44:59,46.0
2011-04-20 18:45:02,46.0
2011-04-20 18:45:06,46.0
2011-04-20 18:45:09,46.0
2011-04-20 18:45:19,46.0
2011-04-20 18:45:22,46.0
2011-04-20 18:45:25,46.0
2011-04-20 18:45:29,46.0
2011-04-20 18:45:32,46.0
2011-04-20 18:45:36,46.0
2011-04-20 18:45:39,46.0
2011-04-20 18:45:43,46.0
2011-04-20 18:45:46,46.0
2011-04-20 18:45:50,46.0
2011-04-20 18:45:53,46.0
2011-04-20 18:45:56,46.0
2011-04-20 18:46:00,46.0
