time,aggregate
2011-04-20 00:35:32,1.0
2011-04-20 00:35:35,1.0
2011-04-20 00:35:39,1.0
2011-04-20 00:35:42,1.0
2011-04-20 00:35:46,1.0
2011-04-20 00:35:49,1.0
2011-04-20 00:35:53,1.0
2011-04-20 00:35:56,1.0
2011-04-20 00:35:59,1.0
2011-04-20 00:36:03,1.0
2011-04-20 00:36:06,1.0
2011-04-20 00:36:10,1.0
2011-04-20 00:36:18,1.0
2011-04-20 00:36:22,1.0
2011-04-20 00:36:25,1.0
2011-04-20 00:36:29,1.0
2011-04-20 00:36:32,1.0
2011-04-20 00:36:36,1.0
2011-04-20 00:36:39,1.0
2011-04-20 00:36:43,1.0
2011-04-20 00:36:46,1.0
2011-04-20 00:36:50,1.0
2011-04-20 00:36:53,2.0
2011-04-20 00:36:56,1.0
2011-04-20 00:37:00,1.0
2011-04-20 00:37:03,1.0
2011-04-20 00:37:07,1.0
2011-04-20 00:37:10,1.0
2011-04-20 00:37:18,1.0
2011-04-20 00:37:22,1.0
2011-04-20 00:37:26,1.0
2011-04-20 00:37:29,1.0
2011-04-20 00:37:32,1.0
2011-04-20 00:37:36,1.0
2011-04-20 00:37:39,1.0
2011-04-20 00:37:43,1.0
2011-04-20 00:37:46,1.0
2011-04-20 00:37:50,1.0
2011-04-20 00:37:53,1.0
2011-04-20 00:37:56,2.0
2011-04-20 00:38:00,1.0
2011-04-20 00:38:03,2.0
2011-04-20 00:38:07,1.0
2011-04-20 00:38:10,1.0
2011-04-20 00:38:19,1.0
2011-04-20 00:38:23,1.0
2011-04-20 00:38:26,1.0
2011-04-20 00:38:29,1.0
2011-04-20 00:38:33,1.0
2011-04-20 00:38:37,1.0
2011-04-20 00:38:40,1.0
2011-04-20 00:38:43,1.0
2011-04-20 00:38:47,1.0
2011-04-20 00:38:50,1.0
2011-04-20 00:38:54,2.0
2011-04-20 00:38:57,1.0
2011-04-20 00:39:01,1.0
2011-04-20 00:39:04,1.0
2011-04-20 00:39:08,1.0
2011-04-20 00:39:11,1.0
2011-04-20 00:39:19,1.0
2011-04-20 00:39:23,1.0
2011-04-20 00:39:26,1.0
2011-04-20 00:39:30,1.0
2011-04-20 00:39:33,1.0
2011-04-20 00:39:37,1.0
2011-04-20 00:39:40,1.0
2011-04-20 00:39:43,1.0
2011-04-20 00:39:47,1.0
2011-04-20 00:39:50,1.0
2011-04-20 00:39:54,1.0
2011-04-20 00:39:57,1.0
2011-04-20 00:40:01,1.0
2011-04-20 00:40:04,1.0
2011-04-20 00:40:08,1.0
2011-04-20 00:40:11,1.0
2011-04-20 00:40:20,2.0
2011-04-20 00:40:23,1.0
2011-04-20 00:40:27,1.0
2011-04-20 00:40:30,1.0
2011-04-20 00:40:34,1.0
2011-04-20 00:40:37,1.0
2011-04-20 00:40:40,1.0
2011-04-20 00:40:44,1.0
2011-04-20 00:40:47,1.0
2011-04-20 00:40:51,1.0
2011-04-20 00:40:54,2.0
2011-04-20 00:40:58,1.0
2011-04-20 00:41:01,1.0
2011-04-20 00:41:05,1.0
2011-04-20 00:41:08,1.0
2011-04-20 00:41:17,1.0
2011-04-20 00:41:20,1.0
2011-04-20 00:41:24,1.0
2011-04-20 00:41:27,1.0
2011-04-20 00:41:31,1.0
2011-04-20 00:41:34,1.0
2011-04-20 00:41:38,1.0
2011-04-20 00:41:41,1.0
2011-04-20 00:41:44,1.0
2011-04-20 00:41:48,1.0
2011-04-20 00:41:51,1.0
2011-04-20 00:41:55,1.0
2011-04-20 00:41:58,1.0
2011-04-20 00:42:02,1.0
2011-04-20 00:42:05,1.0
2011-04-20 00:42:09,1.0
2011-04-20 00:42:17,1.0
2011-04-20 00:42:21,1.0
2011-04-20 00:42:24,1.0
2011-04-20 00:42:28,1.0
2011-04-20 00:42:31,1.0
2011-04-20 00:42:35,2.0
2011-04-20 00:42:38,2.0
2011-04-20 00:42:41,1.0
2011-04-20 00:42:45,1.0
2011-04-20 00:42:48,1.0
2011-04-20 00:42:52,1.0
2011-04-20 00:42:55,1.0
2011-04-20 00:42:59,1.0
2011-04-20 00:43:02,1.0
2011-04-20 00:43:06,1.0
2011-04-20 00:43:09,1.0
2011-04-20 00:43:18,1.0
2011-04-20 00:43:21,1.0
2011-04-20 00:43:25,1.0
2011-04-20 00:43:28,1.0
2011-04-20 00:43:32,1.0
2011-04-20 00:43:35,1.0
2011-04-20 00:43:39,1.0
2011-04-20 00:43:42,1.0
2011-04-20 00:43:46,1.0
2011-04-20 00:43:49,1.0
2011-04-20 00:43:53,1.0
2011-04-20 00:43:56,1.0
2011-04-20 00:43:59,1.0
2011-04-20 00:44:03,1.0
2011-04-20 00:44:06,1.0
2011-04-20 00:44:10,1.0
2011-04-20 00:44:18,1.0
2011-04-20 00:44:22,1.0
2011-04-20 00:44:25,1.0
2011-04-20 00:44:29,1.0
2011-04-20 00:44:32,1.0
2011-04-20 00:44:35,1.0
2011-04-20 00:44:39,1.0
2011-04-20 00:44:42,1.0
2011-04-20 00:44:46,1.0
2011-04-20 00:44:49,1.0
2011-04-20 00:44:53,1.0
2011-04-20 00:44:56,1.0
2011-04-20 00:45:00,1.0
2011-04-20 00:45:03,1.0
2011-04-20 00:45:06,1.0
2011-04-20 00:45:10,1.0
2011-04-20 00:45:19,1.0
2011-04-20 00:45:23,1.0
2011-04-20 00:45:26,1.0
2011-04-20 00:45:30,1.0
2011-04-20 00:45:33,1.0
2011-04-20 00:45:37,1.0
2011-04-20 00:45:40,1.0
2011-04-20 00:45:43,1.0
2011-04-20 00:45:47,1.0
2011-04-20 00:45:50,1.0
2011-04-20 00:45:54,1.0
2011-04-20 00:45:57,1.0
2011-04-20 00:46:01,1.0
2011-04-20 00:46:04,1.0
2011-04-20 00:46:07,1.0
2011-04-20 00:46:11,1.0
2011-04-20 00:46:20,1.0
2011-04-20 00:46:23,1.0
2011-04-20 00:46:27,1.0
2011-04-20 00:46:30,1.0
2011-04-20 00:46:33,1.0
2011-04-20 00:46:37,1.0
2011-04-20 00:46:40,1.0
2011-04-20 00:46:44,1.0
2011-04-20 00:46:47,2.0
2011-04-20 00:46:50,1.0
2011-04-20 00:46:54,1.0
2011-04-20 00:46:57,1.0
2011-04-20 00:47:01,1.0
2011-04-20 00:47:04,1.0
2011-04-20 00:47:08,1.0
2011-04-20 00:47:11,1.0
2011-04-20 00:47:20,1.0
2011-04-20 00:47:23,1.0
2011-04-20 00:47:27,1.0
2011-04-20 00:47:30,1.0
2011-04-20 00:47:34,1.0
2011-04-20 00:47:37,1.0
2011-04-20 00:47:41,1.0
2011-04-20 00:47:44,1.0
2011-04-20 00:47:48,1.0
2011-04-20 00:47:51,1.0
2011-04-20 00:47:55,1.0
2011-04-20 00:47:58,1.0
2011-04-20 00:48:02,1.0
2011-04-20 00:48:05,1.0
2011-04-20 00:48:08,1.0
2011-04-20 00:48:17,1.0
2011-04-20 00:48:21,1.0
2011-04-20 00:48:24,1.0
2011-04-20 00:48:28,1.0
2011-04-20 00:48:31,1.0
2011-04-20 00:48:34,1.0
2011-04-20 00:48:38,1.0
2011-04-20 00:48:41,1.0
2011-04-20 00:48:45,1.0
2011-04-20 00:48:48,1.0
2011-04-20 00:48:52,1.0
2011-04-20 00:48:55,1.0
2011-04-20 00:48:58,1.0
2011-04-20 00:49:02,1.0
2011-04-20 00:49:05,1.0
2011-04-20 00:49:09,1.0
2011-04-20 00:49:18,1.0
2011-04-20 00:49:21,1.0
2011-04-20 00:49:24,1.0
2011-04-20 00:49:28,1.0
2011-04-20 00:49:31,1.0
2011-04-20 00:49:35,1.0
2011-04-20 00:49:38,1.0
2011-04-20 00:49:42,1.0
2011-04-20 00:49:45,1.0
2011-04-20 00:49:49,1.0
2011-04-20 00:49:52,1.0
2011-04-20 00:49:56,1.0
2011-04-20 00:49:59,1.0
2011-04-20 00:50:03,1.0
2011-04-20 00:50:06,1.0
2011-04-20 00:50:09,1.0
2011-04-20 00:50:18,1.0
2011-04-20 00:50:22,1.0
2011-04-20 00:50:25,1.0
2011-04-20 00:50:29,1.0
2011-04-20 00:50:32,1.0
2011-04-20 00:50:36,1.0
2011-04-20 00:50:39,1.0
2011-04-20 00:50:42,1.0
2011-04-20 00:50:46,1.0
2011-04-20 00:50:49,1.0
2011-04-20 00:50:53,1.0
2011-04-20 00:50:56,1.0
2011-04-20 00:51:00,1.0
2011-04-20 00:51:03,1.0
2011-04-20 00:51:07,1.0
2011-04-20 00:51:10,1.0
2011-04-20 00:51:19,1.0
2011-04-20 00:51:22,1.0
2011-04-20 00:51:25,1.0
2011-04-20 00:51:29,1.0
2011-04-20 00:51:32,1.0
2011-04-20 00:51:36,1.0
2011-04-20 00:51:39,1.0
2011-04-20 00:51:43,1.0
2011-04-20 00:51:46,2.0
2011-04-20 00:51:49,1.0
2011-04-20 00:51:53,1.0
2011-04-20 00:51:56,1.0
2011-04-20 00:52:00,1.0
2011-04-20 00:52:04,1.0
2011-04-20 00:52:07,1.0
2011-04-20 00:52:10,1.0
2011-04-20 00:52:19,1.0
2011-04-20 00:52:23,1.0
2011-04-20 00:52:26,1.0
